last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Biddle, Jesse,592145,100,10.7,39.0,113.8,91.4,92.8,91,465,173,418,42,17.7,43.8,11,11.0,7.2
Reid-Foley, Sean,656887,99,11.7,36.4,112.9,88.9,91,88.1,434,193,394,37,13.0,37.4,7,7.1,4.7
Smith, Josh A.,595001,99,15.4,46.5,109.2,89.3,94.5,82.3,455,207,398,39,14.3,39.4,11,11.1,7.9
Bowman, Matt,621199,99,6.4,25.3,108.9,85.4,85.9,86.2,389,127,378,29,11.6,29.9,2,2.0,1.5
Springs, Jeffrey,605488,99,21,45.5,110,88,90.2,86.5,414,221,392,38,12.5,38.4,6,6.1,3.9
Sims, Lucas,608371,99,25,37.4,112,88.7,92.3,85.2,434,214,404,31,8.8,31.3,6,6.1,3.4
Rainey, Tanner,663432,98,7.5,28.6,112.2,90.7,95.3,88.8,425,155,397,43,10.4,43.9,8,8.2,3.7
Flynn, Brian,543169,97,12,39.2,110.9,90.6,92.3,90,399,171,398,35,15.8,36.1,5,5.2,3.6
Wang, Wei-Chung,623913,96,17.1,34.4,111.2,87.1,91.2,82,403,193,376,25,10.7,26.0,5,5.2,3.9
Allen, Logan,663531,95,3.3,35.8,109.4,92.7,96.6,89.3,440,153,409,49,23.0,52.1,6,6.3,4.7
Stewart, Brock,592779,94,16,36.2,111.5,89.5,94,84.4,439,202,412,33,14.7,35.1,10,10.6,8.1
Olson, Tyler,621397,94,11.8,30.9,111,84.9,87.9,83.3,454,159,417,23,9.5,24.5,5,5.3,3.6
Rodon, Carlos,607074,94,14.5,36.2,111.9,89.8,91.9,89.3,418,162,396,37,11.6,39.4,7,7.4,4.4
Avilan, Luis,501593,94,9,30.9,111.5,84.9,89.4,80.6,445,155,423,22,8.7,23.4,5,5.3,3.5
Mejia, Adalberto,606167,94,19.8,38.3,111.4,90.3,93.7,86.3,409,203,386,44,15.3,46.8,10,10.6,6.9
McRae, Alex,656725,94,13.7,40.4,109.7,90.6,96.1,86.2,436,192,401,42,16.5,48.8,10,10.6,7.6
Phelps, David,475479,93,16.4,33.3,112.4,88.7,91.6,87.7,420,188,398,34,12.7,36.6,9,9.7,6.1
Burke, Brock,656271,93,8.7,31.2,111.1,86.6,92.4,83,435,160,411,26,12.2,28.0,7,7.5,5.8
Mills, Alec,621219,92,11.1,35.9,113.1,88.4,94,84.3,418,168,403,33,12.5,35.9,7,7.6,4.6
Stumpf, Daniel,621385,92,16.2,34.8,110.5,90.8,93.5,88.6,438,199,398,42,18.1,45.7,9,9.8,6.7
Newberry, Jake,623470,91,17.9,36.3,107.2,90.8,93.1,89.5,434,212,400,37,15.0,40.7,9,9.9,6.6
Gagnon, Drew,543193,91,16.1,34.1,109.7,87.9,95.3,83.4,421,190,397,30,14.4,34.9,12,13.2,10.3
Stewart, Kohl,640464,90,7.4,35.6,113.7,90.5,95,87.2,408,157,385,40,22.7,44.4,7,7.8,6.4
Webb, Jacob,657097,90,18,35.6,111.8,88.5,92.2,86.1,439,185,406,30,11.1,33.3,6,6.7,4.6
Adams, Chance,664856,88,15.6,31.8,118.7,89.9,93.4,85.5,418,193,393,31,13.1,38.3,10,11.4,8.1
Minter, A.J.,621345,88,11.8,38.6,114.5,87.9,92.5,82.6,422,192,402,30,10.3,34.1,5,5.7,3.4
Skoglund, Eric,607215,87,17,42.5,113.2,91.3,94.3,90.9,439,198,404,43,22.5,49.4,11,12.6,10.9
Dobnak, Randy,677976,87,6,26.4,113,88.6,92,88.2,436,128,436,37,16.7,42.5,2,2.3,1.7
Holland, Greg,518813,87,10.3,31.0,111.4,89.4,93.8,85.1,413,189,386,32,12.5,36.8,5,5.7,3.3
Wick, Rowan,592858,86,10,24.4,112.1,87.8,91.2,85.6,392,150,,27,9.4,31.4,6,7.0,4.3
Blevins, Jerry,460283,86,19.2,45.3,107.8,87.4,91,81.7,401,213,394,32,13.2,37.2,9,10.5,6.4
Warren, Adam,476589,86,8.7,38.4,114.6,87.5,91.9,82,462,182,396,30,13.8,34.9,7,8.1,5.6
Wendelken, J.B.,605525,86,18.1,27.9,107.3,87.4,91.5,83,413,180,400,26,10.6,31.7,2,2.3,1.5
Baez, Michel,673258,86,16.9,34.9,111.2,87.7,91.2,86,414,175,383,32,12.6,37.2,4,4.7,3.1
Minaya, Juan,573668,85,21,32.9,110.4,89.6,93.6,87.7,453,196,402,35,15.0,41.2,4,4.7,3.2
Fulmer, Carson,608334,85,13.7,30.6,110,88.9,93.2,86.2,439,164,390,33,12.5,38.8,4,4.7,3.0
Noesi, Hector,456051,85,21.1,35.3,109.6,90.3,92.5,89.4,427,213,397,33,13.3,38.8,7,8.2,5.6
Loaisiga, Jonathan,642528,85,13.7,35.3,113.2,89.3,92.7,86.1,430,184,390,34,12.8,40.0,4,4.7,2.9
Estrada, Marco,462136,84,29.1,22.6,111.8,87.7,91.8,90.3,440,217,405,19,10.3,29.2,7,8.3,6.6
Wieck, Brad,623364,83,18.4,42.2,108.6,90.7,93.3,89,423,211,392,36,12.2,43.4,7,8.4,4.7
Thorpe, Lewis,626929,83,16.3,42.2,109.3,89,92.2,87.5,437,194,409,30,12.9,36.1,5,6.0,4.0
Crichton, Stefan,592233,80,9,30.0,111.7,87.7,92.3,85.4,438,152,394,32,15.0,40.0,3,3.8,2.4
Jewell, Jake,657228,80,0.8,25.0,108.4,89.5,96.8,85.9,430,136,399,34,17.0,42.5,9,11.3,7.9
Lockett, Walker,621141,80,11.4,37.5,111.1,88.7,91.2,86.6,422,173,389,27,15.4,33.8,7,8.8,6.8
Cole, A.J.,595918,80,20.5,32.5,111.3,86.9,88.9,85.8,413,212,397,19,7.6,23.8,4,5.0,3.4
Alvarado, Jose,621237,80,5.4,33.8,109.8,89.3,94.7,84.8,412,168,405,28,11.8,35.0,4,5.0,2.7
Anderson, Tanner,664196,79,8.1,27.8,115.9,88.6,97.6,84.5,427,148,400,34,17.3,43.0,9,11.4,8.6
Fillmyer, Heath,641571,79,14.4,34.2,116.6,92.5,94.5,92.6,433,184,384,35,18.2,44.3,8,10.1,7.3
Koch, Matt,571863,78,15.3,38.5,113.4,91.3,95.2,89.4,429,202,406,38,22.2,48.7,8,10.3,8.3
Morgan, Adam,605388,78,14.7,34.6,107.3,88,93.1,85.2,399,185,378,25,10.8,32.1,3,3.8,2.5
Boxberger, Brad,502202,77,15.3,35.1,107.2,85.9,88.6,83.2,406,177,382,27,12.2,35.1,6,7.8,4.9
Stashak, Cody,664054,77,23.7,42.9,111.6,89.9,93.5,84.3,407,224,384,29,13.6,38.2,10,13.0,9.6
Gustave, Jandel,594311,76,12.5,36.8,113.4,91.4,91.3,93.4,385,166,385,32,17.8,42.1,4,5.3,4.0
Strickland, Hunter,519326,76,18.4,32.9,116.4,87.8,91.9,82.7,442,190,402,21,10.7,28.8,7,9.2,6.7
Coonrod, Sam,656322,75,11.3,21.3,108.2,87.8,92.3,86.9,430,137,429,23,11.1,30.7,4,5.3,3.5
Phillips, Evan,623465,75,13.1,37.3,111.9,91.7,94.6,90,420,185,408,31,12.7,41.3,4,5.3,2.9
Kela, Keone,605309,74,19.1,33.8,106.9,88.8,94.3,84.8,425,185,397,25,11.4,33.8,5,6.8,4.2
Shoemaker, Matt,533167,74,12.9,27.0,110.4,89.2,96.3,85.7,418,160,404,29,14.0,39.2,8,10.8,7.4
Dowdy, Kyle,664871,74,9.6,40.5,111.3,90.6,93,88.8,426,170,400,31,16.8,41.9,6,8.1,5.5
Sobotka, Chad,656977,74,12.3,31.1,110.1,90.4,92.8,90.5,419,174,408,25,9.6,33.8,5,6.8,3.7
Lakins Sr., Travis,664042,73,9.4,34.2,108.9,90.1,92.4,88.1,405,173,405,31,17.8,42.5,7,9.6,6.9
Ramirez, Neil,519166,73,28.1,31.5,108.9,88.2,91.1,87.7,438,223,406,22,9.8,30.1,7,9.6,6.3
Anderson, Tyler,542881,72,11.6,43.1,110.1,88.9,91.7,86.1,442,192,424,26,12.2,36.1,10,13.9,9.4
Guerrieri, Taylor,605260,72,5.1,26.4,112.3,89.4,95.8,86,420,142,395,26,13.3,36.1,4,5.6,3.3
Montero, Rafael,606160,72,13.7,34.7,114,87.3,92.6,81.9,442,188,403,22,10.2,30.6,10,13.9,8.8
Ramirez, Yefry,606162,72,8.7,29.2,109.4,88.1,92.5,85.3,412,152,386,23,11.4,31.9,4,5.6,3.4
Smith, Burch,572143,71,18,42.3,112.4,89,90.2,89,424,207,400,27,12.6,38.0,3,4.2,2.8
McClain, Reggie,596035,71,-2.5,26.8,117.9,90.8,94.6,88.6,383,114,357,31,20.0,43.7,3,4.2,3.2
Payano, Pedro,622797,70,10.7,38.6,112.1,87.4,90.9,84.1,412,157,394,28,15.7,40.0,5,7.1,4.9
Johnson, DJ,597113,70,10.5,35.7,107.9,88.8,94.6,84.9,428,153,416,27,12.1,38.6,4,5.7,3.4
Manaea, Sean,640455,70,16.9,32.9,109.9,89.5,94.6,86.6,418,170,397,26,12.3,37.1,3,4.3,2.8
Quijada, Jose,650671,70,16.3,40.0,109.5,89.6,94.8,88.4,430,191,387,33,11.4,47.1,9,12.9,6.3
Hall, Matt,664180,70,10.2,38.6,111.1,88,93.8,83.8,422,184,392,24,12.7,34.3,7,10.0,6.2
Lovelady, Richard,663992,70,8.5,32.9,105.9,88.4,91.9,85.9,383,158,366,23,13.1,32.9,1,1.4,1.0
Tepera, Ryan,572193,69,16.2,33.3,114.4,88.4,96.1,84.4,445,171,419,23,13.1,33.3,5,7.2,5.5
Smith, Joe,501925,69,7.8,21.7,112.8,91.2,94,91.3,399,154,392,34,21.3,49.3,3,4.3,3.1
Tarpley, Stephen,605501,69,12,40.6,108.7,89.5,93.6,85.2,413,170,385,31,14.4,50.0,4,5.8,3.3
Duke, Zach,435043,68,7.4,32.4,109.8,88.9,94.9,85.4,406,167,397,27,16.9,42.2,3,4.4,2.8
Zeuch, T.J.,643615,68,8.9,44.1,114.2,90.1,95,86.1,397,162,386,30,17.2,44.1,8,11.8,8.1
Neshek, Pat,450212,68,15.1,30.9,108.1,87.8,92.1,83,410,176,399,23,17.0,33.8,6,8.8,7.7
Dominguez, Seranthony,622554,68,5.6,30.9,109.7,86.3,89.7,85,400,147,392,21,9.6,30.9,3,4.4,2.7
Cabrera, Genesis,650893,67,15.4,29.9,106.3,87.7,91.6,83.4,425,192,416,21,12.7,31.3,4,6.0,4.0
Marvel, James,621086,67,7.6,34.3,111.7,89.1,94,86.7,401,153,381,25,16.2,37.3,3,4.5,3.6
Hicks, Jordan,663855,67,-2.3,23.9,110.6,86.9,92.5,84.2,389,117,380,18,9.5,28.6,3,4.5,2.7
Wilson, Bryse,669060,67,18.8,32.8,111.4,91.4,92.3,93.3,404,197,397,30,18.1,44.8,6,9.0,6.5
Clase, Emmanuel,661403,66,3.2,27.3,107.5,86.4,90.4,83.6,403,130,396,23,14.0,34.8,3,4.5,3.2
Markel, Parker,571917,66,16.8,34.8,109,89.5,94.3,84.6,444,204,398,23,12.2,35.4,5,7.6,4.5
Bashlor, Tyler,641341,66,19.4,33.3,109.9,90,94.1,85.9,419,216,406,25,14.3,40.3,6,9.1,5.8
Allen, Cody,592102,66,25,39.4,110.2,94.3,96.6,92.8,448,250,408,36,18.7,54.5,10,15.2,8.6
Oh, Seunghwan,493200,66,12.6,34.8,110.9,89.4,90.7,88.3,442,192,403,24,12.6,36.4,8,12.1,9.1
Sneed, Cy,605482,65,10.5,36.9,106.8,89.3,92.1,87.3,455,163,407,23,12.7,35.4,5,7.7,5.4
Festa, Matt,670036,65,16.3,30.8,107.2,89.1,92.8,87.8,415,176,409,23,12.6,39.0,7,10.8,6.9
Zimmer, Kyle,622092,65,11.5,44.6,110.2,85.4,89.7,81.7,412,172,378,23,11.6,35.4,5,7.7,4.9
Jackson, Jay,543351,65,15.1,36.9,106.2,88.8,93,86.1,429,189,407,22,8.3,34.9,7,10.8,5.3
Reyes, Gerardo,622103,65,16.3,30.8,109.7,89.3,91.1,88.6,433,199,393,22,9.3,33.8,5,7.7,4.3
Scott, Tayler,605463,64,4.4,32.8,112.5,91.3,92.9,90.7,425,148,394,24,15.3,37.5,4,6.3,4.3
Sipp, Tony,448609,64,17.2,37.5,114.2,88.1,91,85.4,419,187,419,22,12.3,34.4,4,6.3,4.3
Scott, Tanner,656945,64,6.2,37.5,111.2,91.5,95.4,87.8,411,165,394,27,12.8,42.2,5,7.8,4.1
McKay, David,641853,63,20.8,39.7,106.3,89.9,91.2,89.1,425,219,396,21,9.4,33.3,7,11.1,6.1
Sadzeck, Connor,592712,63,13.7,34.9,112,88.6,96.9,84.2,418,159,412,22,11.8,34.9,6,9.5,5.6
Faria, Jake,607188,63,11.2,47.6,113.8,88.2,93,84.2,398,179,383,26,13.8,41.3,8,12.7,8.4
Hildenberger, Trevor,657610,63,11.1,42.9,109,89.7,92,88.1,413,176,388,25,16.4,39.7,4,6.3,4.5
Staumont, Josh,622251,62,15.6,40.3,110.4,92.2,93.5,91.5,431,211,385,25,18.9,40.3,5,8.1,5.7
Hernandez, Darwinzon,650382,61,8.7,37.7,112.5,86.5,92.1,81.6,379,168,367,19,6.8,31.1,0,0.0,0.0
Fairbanks, Pete,664126,61,9.2,41.0,115,91.4,93.7,89.2,423,175,395,28,15.5,45.9,5,8.2,5.1
Wright, Kyle,657140,61,12,41.0,113.7,90.9,95.5,85.9,413,183,390,28,19.6,45.9,6,9.8,6.5
Martin, Corbin,656686,61,13.5,32.8,112.5,90.3,94.4,87.2,414,180,381,29,19.7,47.5,5,8.2,5.4
Adams, Austin,613534,60,10.3,28.3,112.8,89.5,93.9,86.9,426,158,374,26,10.9,44.8,5,8.3,3.8
Nelson, Jimmy,519076,60,11.9,46.7,111.1,87.1,89.9,83.8,446,189,418,21,13.9,35.0,5,8.3,4.8
Wilkerson, Aaron,658792,60,18.1,30.0,109.2,86.4,92.3,81.7,415,186,381,17,12.1,28.3,1,1.7,1.3
Mayers, Mike,594577,60,22.7,40.0,109.9,90.1,92.4,89.4,408,215,391,25,16.6,44.6,5,8.3,5.6
Rodriguez, Jose,642578,60,14.7,38.3,107.9,87.5,90.1,86.3,400,192,385,14,8.6,23.3,6,10.0,7.1
Adam, Jason,592094,60,24.1,31.7,113.9,85.6,89.9,80.2,395,203,395,13,7.4,21.7,3,5.0,3.3
Tate, Dillon,622253,59,2.5,28.8,113.6,86,88.7,85,450,120,415,17,12.2,28.8,2,3.4,2.2
Winkler, Dan,595465,59,17.1,47.5,110.8,89.7,94.2,82.7,435,216,409,21,12.4,35.6,6,10.2,6.5
Alexander, Scott,518397,59,-2.1,30.5,110.8,90.3,95.3,87.2,430,127,382,22,16.8,37.3,3,5.1,3.9
Shepherd, Chandler,605469,59,17.2,40.7,108.3,93,95.9,89.6,414,209,391,29,19.0,49.2,6,10.2,7.1
Burr, Ryan,621114,58,9.9,29.3,111.8,91.4,92.2,90.7,389,169,360,21,13.0,36.2,3,5.2,3.5
Ginkel, Kevin,656464,58,15.8,46.6,110.6,88.2,91.2,85.4,430,193,418,16,8.5,27.6,2,3.4,2.1
Bergen, Travis,664157,57,15.5,35.1,107.1,90.9,94.7,87.4,406,194,375,27,17.6,47.4,7,12.3,8.2
Davis, Austin,656354,57,12.5,42.1,111.6,87.9,91.5,83.1,428,189,404,20,10.5,35.1,4,7.0,4.1
DuRapau, Montana,657566,57,15.6,45.6,110,91.4,93,90,410,195,400,22,13.8,39.3,4,7.0,4.4
Munoz, Andres,662253,56,14.6,39.3,110.4,88,91.1,85.9,417,189,410,19,9.2,33.9,6,10.7,6.2
Shawaryn, Mike,642067,56,22.2,33.9,109.4,90.7,93.4,88.7,445,203,408,23,10.9,46.9,7,12.5,6.8
Bolanos, Ronald,671790,56,10.9,37.5,112.5,90,94.2,86,385,167,368,27,19.1,48.2,3,5.4,3.4
Hammer, JD,670456,56,16.8,39.3,111.3,89.5,92.8,87.7,400,186,385,19,13.0,33.9,4,7.1,4.9
Gomez, Jeanmar,491646,56,7.1,35.7,113.1,90.4,93.9,90.5,424,131,420,19,16.8,33.9,3,5.4,4.1
Sherfy, James,642073,55,23.5,40.0,106.7,86.7,91.2,82,422,220,371,20,14.8,36.4,4,7.3,4.8
Howard, Sam,607572,55,16.2,32.7,111.9,87.9,92.3,83.9,421,180,392,18,9.7,32.7,3,5.5,3.3
Rogers, Josh,642028,54,22.2,37.0,108.5,92.6,94.9,90,422,241,384,27,22.9,50.0,8,14.8,11.6
Bradford, Chasen,607473,54,9,20.4,113.1,89,94.4,87.4,440,137,396,20,15.9,37.0,5,9.3,7.2
Dunn, Mike,445197,54,18.1,31.5,109.7,88,93.5,81.9,459,191,415,19,13.7,35.2,5,9.3,6.7
Tuivailala, Sam,592815,54,20.5,27.8,108.1,87.7,89.7,88.6,395,194,395,20,11.9,37.0,3,5.6,3.2
Mazza, Chris,607391,54,10.5,55.6,110.7,90.3,93.5,86.9,415,187,,27,19.9,50.0,2,3.7,2.7
Boshers, Buddy,542953,54,15.9,22.2,110.6,88.8,90.2,90.9,412,159,385,14,8.9,25.9,3,5.6,3.3
Sewald, Paul,623149,54,28.3,40.7,109.1,89.4,91.4,89.1,464,242,421,21,13.4,38.9,4,7.4,5.0
Santana, Ervin,429722,53,19,34.0,110.2,89.2,95.5,84.7,423,210,408,21,18.3,39.6,11,20.8,17.2
Volquez, Edinson,450172,53,12.3,32.1,110.8,90.6,94.2,88.7,422,162,403,26,21.3,49.1,3,5.7,4.0
McGowin, Kyle,641851,53,10.8,37.7,110.8,92,96.2,88,438,190,400,25,19.1,47.2,6,11.3,7.9
Thornburg, Tyler,592804,53,20.4,39.6,112.7,92.4,95.9,88.2,450,223,420,30,17.4,56.6,8,15.1,9.3
Adams, Austin,542866,53,17.2,32.1,108.3,92.4,97.1,88.5,441,197,402,25,18.2,51.0,5,9.4,6.3
Chargois, JT,608638,53,6,34.0,109.6,89.1,93.3,85.9,406,176,400,19,13.6,35.8,5,9.4,5.7
Garrett, Reed,657585,53,12.4,34.0,111.6,94.7,98.2,91.9,425,192,396,26,18.8,49.1,9,17.0,11.7
Despaigne, Odrisamer,628333,53,17.1,47.2,110.9,89,90.9,90,430,190,420,19,17.1,35.8,3,5.7,4.4
Harvey, Joe,642840,52,12.6,34.6,109.4,91.3,92.4,90.5,419,183,400,26,16.8,50.0,4,7.7,4.8
Armenteros, Rogelio,660494,52,15.3,32.7,118.9,86.9,91.4,84.9,398,174,398,15,9.7,28.8,2,3.8,2.7
Romano, Sal,607219,52,11.8,40.4,109.4,90.4,91,89.5,437,198,404,18,14.5,37.5,5,9.6,6.5
Kimbrel, Craig,518886,52,15.6,48.1,115.3,92.6,93.3,91.1,443,228,410,24,12.8,47.1,10,19.2,10.4
Alaniz, R.J.,595798,51,14.3,31.4,108,90.1,90.4,91.3,433,167,410,22,18.3,43.1,3,5.9,4.2
Ramos, Edubray,591693,50,21.8,38.0,106.2,85.7,90.4,80.2,410,225,397,12,9.2,24.0,5,10.0,7.2
Cobb, Alex,502171,50,6.4,42.0,118.1,94.9,104.1,87.6,438,183,410,30,28.0,60.0,13,26.0,21.7
Palumbo, Joe,643478,50,17.1,36.0,112.2,92.3,96.6,86.8,449,208,417,21,14.4,42.0,6,12.0,7.4
Rogers, Tyler,643511,50,0.6,18.0,104.7,84.4,90.1,83.1,359,97,,13,10.2,26.0,0,0.0,0.0
